198.203.221.241 - - [11/Oct/2020:06:49:10 -0500] "GET /~salmutairi/a7/ HTTP/1.1" 404 539 "-" "Mozilla/4.0 (compatible;)"
188.143.232.41 - - [11/Oct/2020:08:28:16 -0500] "GET /~jblackmore/blizz/tehsux.html HTTP/1.1" 200 34586 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
101.59.201.244 - - [11/Oct/2020:09:46:00 -0500] "GET /~jtrimm/project/3x3.html HTTP/1.1" 200 5571 "https://www.google.co.in/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
137.48.187.123 - - [11/Oct/2020:11:19:36 -0500] "GET /~mcorron/1444580376+14370.php HTTP/1.1" 200 571 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
68.13.34.34 - - [11/Oct/2020:11:46:31 -0500] "GET /~tflud/a4/ HTTP/1.1" 200 2628 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
137.48.187.123 - - [11/Oct/2020:11:55:30 -0500] "GET /~cbuus/1444582530+16936.php HTTP/1.1" 200 563 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
137.48.187.123 - - [11/Oct/2020:12:16:44 -0500] "GET /~cbuus/1444583804+27583.php HTTP/1.1" 200 563 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
137.48.187.123 - - [11/Oct/2020:12:54:56 -0500] "GET /~mbahle/ HTTP/1.1" 200 1849 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
137.48.187.123 - - [11/Oct/2020:13:03:18 -0500] "GET /~mlucks/1444586598+24069.php HTTP/1.1" 200 567 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
137.48.187.123 - - [11/Oct/2020:13:23:47 -0500] "GET /~cbuus/ HTTP/1.1" 200 1935 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
123.125.71.109 - - [11/Oct/2020:13:43:20 -0500] "GET / HTTP/1.1" 200 2614 "-" "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
66.249.75.206 - - [11/Oct/2020:14:25:51 -0500] "GET /~jtrimm/project/ollpll.html HTTP/1.1" 304 211 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
68.13.102.1 - - [11/Oct/2020:15:16:54 -0500] "GET /~mcorron/ HTTP/1.1" 304 211 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
98.168.239.13 - - [11/Oct/2020:15:43:04 -0500] "GET /~jonishaw/index7.html HTTP/1.1" 200 2063 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
199.21.193.235 - - [11/Oct/2020:16:02:43 -0500] "GET /~jtrimm/project/4x4.html HTTP/1.1" 200 4559 "https://www.google.com" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:41.0) Gecko/20100101 Firefox/41.0"
98.23.163.10 - - [11/Oct/2020:16:35:02 -0500] "GET /~cdolson/images/Dez.png HTTP/1.1" 304 190 "http://games.espn.go.com/ffl/boxscorequick?leagueId=46863&teamId=6&scoringPeriodId=5&seasonId=2015&view=scoringperiod&version=quick" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0"
98.168.239.13 - - [11/Oct/2020:16:49:48 -0500] "GET /~jonishaw/index7.html HTTP/1.1" 304 212 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
68.13.102.1 - - [11/Oct/2020:16:57:01 -0500] "GET /~mcorron/ HTTP/1.1" 304 210 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
66.102.7.230 - - [11/Oct/2020:17:08:45 -0500] "GET /~rzubke/a5/ HTTP/1.1" 200 2669 "-" "Google favicon"
107.77.89.66 - - [11/Oct/2020:17:25:49 -0500] "GET /apple-touch-icon.png HTTP/1.1" 404 1842 "-" "MobileSafari/600.1.4 CFNetwork/711.4.6 Darwin/14.0.0"
68.13.0.11 - - [11/Oct/2020:17:44:58 -0500] "GET /~jma01/project/ HTTP/1.1" 200 1160 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
68.226.58.254 - - [11/Oct/2020:18:12:59 -0500] "GET /~aaahmed/a6/pagethree.html HTTP/1.1" 200 1307 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0"
68.13.0.11 - - [11/Oct/2020:18:29:59 -0500] "GET /~jma01/project/ HTTP/1.1" 304 212 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
68.13.0.11 - - [11/Oct/2020:18:46:19 -0500] "GET /~jma01/project/ HTTP/1.1" 304 212 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
174.71.82.37 - - [11/Oct/2020:19:01:29 -0500] "GET /~rgutierrez/ HTTP/1.1" 200 2276 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25"
66.102.7.237 - - [11/Oct/2020:19:17:52 -0500] "GET /~rsjacob/a7/ HTTP/1.1" 200 1976 "-" "Google favicon"
168.1.23.69 - - [11/Oct/2020:20:06:16 -0500] "GET /~jtrimm/project/images/turnnotation.png HTTP/1.1" 200 13500 "http://www.google.com.au/blank.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
174.71.39.181 - - [11/Oct/2020:20:30:45 -0500] "GET /~avwood/project/ HTTP/1.1" 200 1796 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
174.71.39.181 - - [11/Oct/2020:20:31:02 -0500] "GET /~avwood/project/ HTTP/1.1" 200 1796 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
123.125.71.107 - - [11/Oct/2020:20:46:07 -0500] "GET / HTTP/1.1" 200 7005 "-" "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
137.48.187.123 - - [11/Oct/2020:21:39:11 -0500] "GET /~mbahle/1444617551+7093.cgi HTTP/1.1" 200 192 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
66.102.7.237 - - [11/Oct/2020:22:21:16 -0500] "GET /~gtimmins/index.html HTTP/1.1" 200 1158 "-" "Google favicon"
66.102.6.232 - - [11/Oct/2020:22:55:40 -0500] "GET /~jtrimm/project/4x4.html HTTP/1.1" 200 12093 "https://www.google.co.in/search?q=four+by+four+rubik%27s+cube&client=ms-android-samsung&hl=en-GB&source=android-browser-suggest&ei=Di8bVqq4EsefuQTi37LYAQ&start=10&sa=N" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19"
68.13.34.34 - - [11/Oct/2020:23:59:06 -0500] "GET /~amcneese/a5/ HTTP/1.1" 200 1688 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
68.13.134.219 - - [12/Oct/2020:01:38:30 -0500] "GET /~corycopeland/a6/index.html HTTP/1.1" 200 1741 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko"
96.126.114.221 - - [12/Oct/2020:03:22:07 -0500] "GET /nice%20ports%2C/Tri%6Eity.txt%2ebak HTTP/1.0" 404 4893 "-" "-"
66.249.75.206 - - [12/Oct/2020:04:49:31 -0500] "GET /css/reset-fonts-grids.css HTTP/1.1" 200 1887 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
123.125.71.31 - - [12/Oct/2020:05:53:52 -0500] "GET / HTTP/1.1" 200 7005 "-" "Mozilla/5.0 (Windows NT 5.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2"
157.55.39.107 - - [12/Oct/2020:07:19:40 -0500] "GET /~jtrimm/project/quiz.html HTTP/1.1" 200 2084 "-" "msnbot-media/1.1 (+http://search.msn.com/msnbot.htm)"
2.49.95.221 - - [12/Oct/2020:08:11:32 -0500] "GET /~jtrimm/project/images/corneralgcases.png HTTP/1.1" 200 11975 "https://www.google.ae/" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13A452 Safari/601.1"
137.48.185.203 - - [12/Oct/2020:08:33:45 -0500] "GET /~jpfeifer/pagetwo-a7.html HTTP/1.1" 404 517 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
223.255.229.77 - - [12/Oct/2020:08:46:50 -0500] "GET /~jtrimm/project/css/cubestyle.css HTTP/1.1" 200 1081 "http://www.google.co.id/" "Mozilla/5.0 (Linux; Android 4.2.2; SM-T111 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.109 Safari/537.36"
137.48.187.123 - - [12/Oct/2020:08:59:01 -0500] "GET /~kslump/ HTTP/1.1" 200 662 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
137.48.187.123 - - [12/Oct/2020:09:02:49 -0500] "GET /~kslump/1444658569+9040.cgi HTTP/1.1" 200 192 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
128.30.52.71 - - [12/Oct/2020:09:11:54 -0500] "GET /~mokalebo/a6/pagethree.html HTTP/1.1" 200 1291 "-" "Validator.nu/LV http://validator.w3.org/services"
205.125.18.2 - - [12/Oct/2020:09:36:17 -0500] "GET / HTTP/1.1" 200 2651 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.5.17 (KHTML, like Gecko) Version/8.0.5 Safari/600.5.17"
66.37.245.254 - - [12/Oct/2020:10:25:39 -0500] "GET /~pcavanaugh/CSCI2240Lectures/Lecture12.mp4 HTTP/1.1" 200 82445717 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
128.30.52.96 - - [12/Oct/2020:11:12:57 -0500] "GET /~aalrebeh/ HTTP/1.1" 200 1382 "-" "Validator.nu/LV http://validator.w3.org/services"
66.102.7.237 - - [12/Oct/2020:11:21:29 -0500] "GET /~oleatherman/a1/ HTTP/1.1" 200 1372 "-" "Google favicon"
137.48.177.180 - - [12/Oct/2020:11:26:47 -0500] "GET /~jdike/a5/ HTTP/1.1" 200 1563 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; ms-office)"
137.48.187.123 - - [12/Oct/2020:11:31:26 -0500] "GET /~jpfeifer/ HTTP/1.1" 200 901 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
137.48.177.180 - - [12/Oct/2020:11:34:52 -0500] "GET /~mokalebo/a5/ HTTP/1.1" 200 2439 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
128.30.52.71 - - [12/Oct/2020:11:37:55 -0500] "GET /~aaahmed/a6/pagethree.html HTTP/1.1" 200 1268 "-" "W3C_Validator/1.3 http://validator.w3.org/services"
10.12.3.33 - - [12/Oct/2020:11:41:41 -0500] "GET /~rbachle/ HTTP/1.1" 200 2938 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
137.48.36.32 - - [12/Oct/2020:11:44:28 -0500] "GET /~bcorwin/a4/index.html HTTP/1.1" 200 2012 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
128.30.52.70 - - [12/Oct/2020:11:50:02 -0500] "GET /~aaahmed/a6/pagethree.html HTTP/1.1" 200 1303 "-" "Validator.nu/LV http://validator.w3.org/services"
137.48.36.32 - - [12/Oct/2020:11:56:23 -0500] "GET /~bcorwin/a6/pagetwo.html HTTP/1.1" 200 1870 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
10.8.6.151 - - [12/Oct/2020:12:01:10 -0500] "GET /~tcook/ HTTP/1.1" 200 1607 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
10.12.3.33 - - [12/Oct/2020:12:04:28 -0500] "GET /~dkissner/ HTTP/1.1" 200 840 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
137.48.187.123 - - [12/Oct/2020:12:06:34 -0500] "GET /~bcorwin/1444669594+1925.php HTTP/1.1" 200 510 "-" "curl/7.22.0 (x86_64-pc-linux-gnu) libcurl/7.22.0 OpenSSL/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3"
128.30.52.96 - - [12/Oct/2020:12:12:53 -0500] "GET /~ericalopez/a5/pagethree.html HTTP/1.1" 200 1067 "-" "W3C_Validator/1.3 http://validator.w3.org/services"
128.30.52.103 - - [12/Oct/2020:12:18:11 -0500] "GET /~zxiao/ HTTP/1.1" 200 4902 "-" "Jigsaw/2.3.0 W3C_CSS_Validator_JFouffa/2.0 (See <http://validator.w3.org/services>)"
